Price,Location,Posted,Size (sqft),Bedrooms,Bathrooms,Property Type,Tenure,URL,Facilities
"RM 520,000","Jalan BK 5A/2D, Taman Kinrara, Bandar Kinrara, Selangor","Listed on Aug 15, 2025 (1h ago)",883 sqft,3 Beds,2 Baths,Service Residence,Freehold,https://www.propertyguru.com.my/property-listing/avantro-residences-for-sale-by-janice-lye-43156238,"24 hours security, Covered car park, Eateries, Multi-purpose hall"
"RM 505,000","Jalan BK 5A/2D, Taman Kinrara, Bandar Kinrara, Selangor","Listed on Aug 15, 2025 (1h ago)",883 sqft,3 Beds,2 Baths,Service Residence,Freehold,https://www.propertyguru.com.my/property-listing/avantro-residences-for-sale-by-janice-lye-41194625,"24 hours security, Covered car park, Eateries, Multi-purpose hall"
"RM 313,000","Persiaran Sukan Seksyen 13, Seksyen 13, Shah Alam, Selangor","Listed on Aug 15, 2025 (2h ago)","1,111 sqft",3 Beds,2 Baths,Service Residence,Leasehold,https://www.propertyguru.com.my/property-listing/metia-residence-for-sale-by-asyraf-500026180,"24 hours security, Bbq, Cafes, Gym"
"RM 630,000","Jalan Taylors Jalan Taylor's, Bandar Sunway, Sunway, Selangor","Listed on Aug 15, 2025 (2h ago)","1,033 sqft",3 Beds,2 Baths,Service Residence,Leasehold,https://www.propertyguru.com.my/property-listing/dk-senza-for-sale-by-yeong-60000866,"24 hours security, Bbq, Cafes, Gym"
"RM 900,000","1 Jalan USJ 21/10, Off LDP Highway, Usj 21, Subang Jaya, Selangor","Listed on Aug 15, 2025 (2h ago)","1,312 sqft",3 Beds,2 Baths,Completion: 2014,Freehold,https://www.propertyguru.com.my/property-listing/main-place-residence-for-sale-by-ng-zeno-500026124,"24 hours security, Badminton hall, Basketball court, Bbq"
"RM 499,999","Pusat Perdagangan Kota Damansara, Pju 5, Seksyen 4, Kota Damansara, Selangor","Listed on Aug 15, 2025 (2h ago)",734 sqft,1 Bed,1 Bath,Completion: 2012,Leasehold,https://www.propertyguru.com.my/property-listing/the-strand-kota-damansara-for-sale-by-yubi-leong-500026145,"Cafes, Perimeter fencing"
"RM 455,000","Jalan Bukit, Kajang, Selangor","Listed on Aug 15, 2025 (2h ago)","1,000 sqft",3 Beds,2 Baths,Completion: 2022,Freehold,https://www.propertyguru.com.my/property-listing/nexus-kajang-station-tower-b-for-sale-by-rion-liew-43474101,"24 hours security, Badminton hall, Basketball court, Gym"
"RM 1,060,000","- Jalan Pju 1A/3, Ara Damansara, Selangor","Listed on Aug 15, 2025 (2h ago)","1,420 sqft",4 Beds,3 Baths,Completion: 2015,Freehold,https://www.propertyguru.com.my/property-listing/aragreens-for-sale-by-rion-liew-43419045,"24 hours security, Badminton hall, Basketball court, Bbq"
"RM 329,000","Jalan PJU 8/1, Damansara Perdana, Selangor","Listed on Aug 15, 2025 (2h ago)",421 sqft,Studio,1 Bath,Service Residence,Leasehold,https://www.propertyguru.com.my/property-listing/neo-damansara-for-sale-by-henry-lim-30813625,"Gym, Parking, Playground, Surau (male & female)"
"RM 750,000","Jalan MP 1, Subang Jaya, Selangor","Listed on Aug 15, 2025 (2h ago)",916 sqft,2 Beds,2 Baths,Completion: 2016,Freehold,https://www.propertyguru.com.my/property-listing/paloma-tropicana-metropark-for-sale-by-y-h-lee-60018280,"24 hours security, Basketball court, Gym, Jacuzzi"
"RM 750,000","Jalan MP 1, Subang Jaya, Selangor","Listed on Aug 15, 2025 (2h ago)",916 sqft,2 Beds,2 Baths,Completion: 2016,Freehold,https://www.propertyguru.com.my/property-listing/paloma-tropicana-metropark-for-sale-by-y-h-lee-60018551,"24 hours security, Basketball court, Gym, Jacuzzi"
"RM 528,000","Persiaran Serdang Perdana, Seri Kembangan, Selangor","Listed on Aug 15, 2025 (2h ago)","1,110 sqft",3 Beds,2 Baths,Service Residence,Leasehold,https://www.propertyguru.com.my/property-listing/quaver-residence-for-sale-by-sueann-low-60241305,Not Listed
"RM 638,000","Jalan BK5A/3, Bandar Kinrara, Selangor","Listed on Aug 15, 2025 (2h ago)",861 sqft,2 Beds,2 Baths,Completion: 2020,Freehold,https://www.propertyguru.com.my/property-listing/ten-kinrara-for-sale-by-ian-fan-60211670,"24 hours security, Gym, Parking, Playground"
"RM 622,200","Persiaran Serdang Perdana, Seri Kembangan, Selangor","Listed on Aug 15, 2025 (2h ago)","1,367 sqft",4 Beds,2 Baths,Service Residence,Leasehold,https://www.propertyguru.com.my/property-listing/quaver-residence-for-sale-by-sueann-low-60241373,Not Listed
"RM 240,000","Jalan Putra Perdana 5a, Taman Putra Perdana, Puchong, Selangor","Listed on Aug 15, 2025 (2h ago)",554 sqft,1 Bed,1 Bath,Completion: 2021,Leasehold,https://www.propertyguru.com.my/property-listing/skylake-residence-for-sale-by-chang-hoong-wen-60008437,"24 hours security, Bbq, Cafes, Drop off point"
"RM 288,000","Jalan Equine, Taman Equine, Seri Kembangan, Selangor","Listed on Aug 15, 2025 (2h ago)",450 sqft,Studio,1 Bath,Completion: 2018,Freehold,https://www.propertyguru.com.my/property-listing/trio-permai-for-sale-by-chang-hoong-wen-43455122,"24 hours security, Cafes, Clubhouse, Covered car park"
"RM 620,000","Avenue 25 Subang Jaya, Subang Jaya, Selangor","Listed on Aug 15, 2025 (2h ago)",923 sqft,3 Beds,2 Baths,Completion: 2027,Freehold,https://www.propertyguru.com.my/property-listing/alora-residences-avenue-25-subang-jaya-for-sale-by-jason-tham-500008024,"24 hours security, Bbq, Covered linkways, Drop off point"
"RM 630,000","Avenue 25 Subang Jaya, Subang Jaya, Selangor","Listed on Aug 15, 2025 (2h ago)","1,042 sqft",4 Beds,2 Baths,Completion: 2027,Freehold,https://www.propertyguru.com.my/property-listing/alora-residences-avenue-25-subang-jaya-for-sale-by-jason-tham-60305238,"24 hours security, Bbq, Covered linkways, Drop off point"
"RM 630,000","Avenue 25 Subang Jaya, Subang Jaya, Selangor","Listed on Aug 15, 2025 (2h ago)","1,042 sqft",3 Beds,2 Baths,Completion: 2027,Freehold,https://www.propertyguru.com.my/property-listing/alora-residences-avenue-25-subang-jaya-for-sale-by-jason-tham-500008039,"24 hours security, Bbq, Covered linkways, Drop off point"
"RM 299,000","Jalan PJU 8/8A, Damansara Perdana, Selangor","Listed on Aug 15, 2025 (2h ago)",750 sqft,1 Bed,2 Baths,Completion: 2013,Leasehold,https://www.propertyguru.com.my/property-listing/empire-damansara-for-sale-by-henry-teoh-60365417,Parking
"RM 360,000","Persiaran Sukan Seksyen 13, Seksyen 13, Shah Alam, Selangor","Listed on Aug 15, 2025 (3h ago)",809 sqft,2 Beds,2 Baths,Service Residence,Leasehold,https://www.propertyguru.com.my/property-listing/metia-residence-for-sale-by-allen-ang-60365354,"24 hours security, Bbq, Cafes, Gym"
"RM 348,000","Jalan Putra Permai Jalan Putra Permai, Taman Pinggiran Putra, Seri Kembangan, Selangor","Listed on Aug 15, 2025 (3h ago)",933 sqft,2 Beds,2 Baths,Service Residence,Leasehold,https://www.propertyguru.com.my/property-listing/zeva-equine-south-for-sale-by-henry-soh-43019427,"24 hours security, Bbq, Cafes, Clubhouse"
"RM 957,000","Jalan PJU 1a/3, Ara Damansara, Selangor","Listed on Aug 15, 2025 (3h ago)","1,066 sqft",3 Beds,2 Baths,Completion: 2020,Freehold,https://www.propertyguru.com.my/property-listing/cantara-residences-for-sale-by-hacken-gan-42786903,"Basketball court, Bbq, Clubhouse, Gym"
"RM 580,000","Persiaran Lestari Perdana, Lestari Perdana, Seri Kembangan, Selangor","Listed on Aug 15, 2025 (3h ago)","1,128 sqft",3 Beds,2 Baths,Completion: 2021,Leasehold,https://www.propertyguru.com.my/property-listing/zenopy-residences-for-sale-by-henry-soh-43290595,"24 hours security, Drop off point, Gym, Multi-purpose hall"
"RM 375,000","Bukit Rimau, Bukit Rimau, Shah Alam, Selangor","Listed on Aug 15, 2025 (3h ago)","751 sqft (floor),",2 Beds,2 Baths,Completion: 2017,Freehold,https://www.propertyguru.com.my/property-listing/gaya-resort-homes-for-sale-by-ls-chu-60024059,"24 hours security, Covered car park, Gym, Jogging track"
"RM 519,000","Jalan Putra Perdana 5a, Taman Putra Perdana, Puchong, Selangor","Listed on Aug 15, 2025 (3h ago)",883 sqft,3 Beds,2 Baths,Completion: 2021,Leasehold,https://www.propertyguru.com.my/property-listing/skylake-residence-for-sale-by-mk-wong-43305466,"24 hours security, Bbq, Cafes, Drop off point"
"RM 495,000","Jalan Putra Perdana 5a, Taman Putra Perdana, Puchong, Selangor","Listed on Aug 15, 2025 (3h ago)",883 sqft,3 Beds,2 Baths,Completion: 2021,Leasehold,https://www.propertyguru.com.my/property-listing/skylake-residence-for-sale-by-mk-wong-43305447,"24 hours security, Bbq, Cafes, Drop off point"
"RM 509,000","Jalan Putra Perdana 5a, Taman Putra Perdana, Puchong, Selangor","Listed on Aug 15, 2025 (3h ago)",883 sqft,3 Beds,2 Baths,Completion: 2021,Leasehold,https://www.propertyguru.com.my/property-listing/skylake-residence-for-sale-by-mk-wong-43305437,"24 hours security, Bbq, Cafes, Drop off point"
"RM 525,000","Jalan Putra Perdana 5a, Taman Putra Perdana, Puchong, Selangor","Listed on Aug 15, 2025 (3h ago)","8,832 sqft",3 Beds,2 Baths,Completion: 2021,Leasehold,https://www.propertyguru.com.my/property-listing/skylake-residence-for-sale-by-mk-wong-43305428,"24 hours security, Bbq, Cafes, Drop off point"
"RM 515,000","Jalan Putra Perdana 5a, Taman Putra Perdana, Puchong, Selangor","Listed on Aug 15, 2025 (3h ago)",883 sqft,3 Beds,2 Baths,Completion: 2021,Leasehold,https://www.propertyguru.com.my/property-listing/skylake-residence-for-sale-by-mk-wong-43305396,"24 hours security, Bbq, Cafes, Drop off point"
"RM 520,000","Jalan PJU 1a/3 Jalan PJU 1a/3, Ara Damansara, Selangor","Listed on Aug 15, 2025 (3h ago)",750 sqft,3 Beds,2 Baths,Completion: 2017,Freehold,https://www.propertyguru.com.my/property-listing/h2o-residences-for-sale-by-leonard-tneo-41284279,"24 hours security, Basketball court, Bbq, Clubhouse"
"RM 199,000","PT 41466 Persiaran Bestari, Cyberjaya, Selangor","Listed on Aug 15, 2025 (3h ago)",450 sqft,Studio,1 Bath,Completion: 2021,Freehold,https://www.propertyguru.com.my/property-listing/edusphere-for-sale-by-zf-chua-42533787,24 hours security
"RM 575,000","Jalan Melawati 1 Off Jalan Taman Melawati, Ulu Kelang, Selangor","Listed on Aug 15, 2025 (3h ago)",836 sqft,2 Beds+1,2 Baths,Completion: 2018,Freehold,https://www.propertyguru.com.my/property-listing/serini-melawati-for-sale-by-ming-ju-li-500025930,"24 hours security, Cafes, Covered car park, Eateries"
"RM 560,000","Jalan PJU 1A/3, Ara Damansara, Selangor","Listed on Aug 15, 2025 (3h ago)",714 sqft,1 Bed,1 Bath,Completion: 2017,Freehold,https://www.propertyguru.com.my/property-listing/maisson-for-sale-by-leanne-lim-60326426,"24 hours security, Covered car park, Gym, Landscaped garden"
"RM 560,000","Persiaran Puchong Jaya Selatan, BANDAR PUCHONG JAYA, Puchong, Selangor","Listed on Aug 15, 2025 (3h ago)","1,033 sqft",3 Beds,2 Baths,Completion: 2015,Freehold,https://www.propertyguru.com.my/property-listing/skypod-residence-for-sale-by-broson-khong-chun-wai-60018066,"24 hours security, Bbq, Covered car park, Gym"
"RM 510,000","Amani Residences Persiaran Puteri, Bandar Puteri Puchong, Puchong, Selangor","Listed on Aug 15, 2025 (3h ago)",732 sqft,2 Beds,2 Baths,Service Residence,Freehold,https://www.propertyguru.com.my/property-listing/amani-residence-for-sale-by-broson-khong-chun-wai-43299051,"24 hours security, Bbq, Covered car park, Gym"
"RM 688,000","Damansara Avenue, Bandar Sri Damansara, Selangor","Listed on Aug 15, 2025 (3h ago)",700 sqft,3 Beds,2 Baths,Completion: 2028,Freehold,https://www.propertyguru.com.my/property-listing/amaya-residences-damansara-avenue-for-sale-by-denise-soh-42682888,"24 hours security, Badminton hall, Basketball court, Bbq"
"RM 735,000","Jalan PJU 9/1, Bandar Sri Damansara, Selangor","Listed on Aug 15, 2025 (3h ago)",969 sqft,2 Beds,,Completion: 2014,Freehold,https://www.propertyguru.com.my/property-listing/azelia-residence-for-sale-by-agnes-chee-22142666,"24 hours security, Basketball court, Bbq, Gym"
"RM 478,000","Third Avenue Jalan Teknokrat 3, Cyber 4, Cyberjaya, Selangor","Listed on Aug 15, 2025 (3h ago)",775 sqft,2 Beds,2 Baths,Completion: 2018,Freehold,https://www.propertyguru.com.my/property-listing/third-avenue-for-sale-by-eric-yap-500025905,"24 hours security, Community garden, Gym, Swimming pool"
"RM 500,000","Persiaran Setia Damai, Setia Alam, Selangor","Listed on Aug 15, 2025 (3h ago)","1,000 sqft",3 Beds,2 Baths,Completion: 2023,Freehold,https://www.propertyguru.com.my/property-listing/huni-eco-ardence-for-sale-by-muhammad-ezwan-60327668,"24 hours security, Bbq, Clubhouse, Gym"
"RM 850,000","Lorong Batu Nilam 16A/KS06, Bandar Bukit Tinggi 2, Klang, Selangor","Listed on Aug 15, 2025 (4h ago)","1,317 sqft (floor),",4 Beds,4 Baths,Completion: 2018,Freehold,https://www.propertyguru.com.my/property-listing/impiria-residensi-bukit-tinggi-klang-for-sale-by-gp-lim-42178011,"24 hours security, Bbq, Drop off point, Gym"
"RM 679,999","Jalan Melawati 1 Off Jalan Taman Melawati, Ulu Kelang, Selangor","Listed on Aug 15, 2025 (4h ago)","1,037 sqft",3 Beds,2 Baths,Completion: 2018,Freehold,https://www.propertyguru.com.my/property-listing/serini-melawati-for-sale-by-ming-ju-li-500025876,"24 hours security, Cafes, Covered car park, Eateries"
"RM 330,000","Jalan PJU 8/1, Bandar Damansara Perdana, Damansara Perdana, Selangor","Listed on Aug 15, 2025 (4h ago)",725 sqft,3 Beds,2 Baths,Completion: 2013,Leasehold,https://www.propertyguru.com.my/property-listing/metropolitan-square-for-sale-by-shafiq-muttalib-500025871,"24 hours security, Clubhouse, Gym, Sauna"
"RM 438,000","Jalan Melawati 1 Off Jalan Taman Melawati, Ulu Kelang, Selangor","Listed on Aug 15, 2025 (4h ago)",610 sqft,Studio,1 Bath,Completion: 2018,Freehold,https://www.propertyguru.com.my/property-listing/serini-melawati-for-sale-by-ming-ju-li-500025860,"24 hours security, Cafes, Covered car park, Eateries"
"RM 277,000","SqWhere Sqwhere Off Jalan Sungai Buloh, Kampung Baru Sungai Buloh, Sungai Buloh, Selangor","Listed on Aug 15, 2025 (4h ago)",980 sqft,2 Beds,2 Baths,Completion: 2020,Leasehold,https://www.propertyguru.com.my/property-listing/sqwhere-service-apartments-for-sale-by-rashidah-juremi-60365061,"24 hours security, Covered car park, Gym, Landscaped garden"
"RM 580,000","Jalan PJU 10/1A Jalan PJU 10/1A, Damansara Damai, Selangor","Listed on Aug 15, 2025 (4h ago)","1,268 sqft",3 Beds,2 Baths,Completion: 2020,Leasehold,https://www.propertyguru.com.my/property-listing/the-zizz-damansara-north-for-sale-by-eddy-43339665,"24 hours security, Basketball court, Bbq, Bus stop"
"RM 550,000","Amani Residences Persiaran Puteri, Bandar Puteri Puchong, Puchong, Selangor","Listed on Aug 15, 2025 (4h ago)",883 sqft,3 Beds,2 Baths,Service Residence,Freehold,https://www.propertyguru.com.my/property-listing/amani-residence-for-sale-by-joshua-ling-60244509,"24 hours security, Bbq, Covered car park, Gym"
"RM 880,000","Jalan PJU 1A/3, Ara Damansara, Selangor","Listed on Aug 15, 2025 (4h ago)","1,320 sqft",3 Beds,2 Baths,Completion: 2017,Freehold,https://www.propertyguru.com.my/property-listing/maisson-for-sale-by-joshua-ling-42202604,"24 hours security, Covered car park, Gym, Landscaped garden"
"RM 328,999","Bandar Baru Salak Tinggi, Sepang, Selangor","Listed on Aug 15, 2025 (12m ago)","3,081 sqft (floor),",4 Beds,4 Baths,2-storey Terraced House,Freehold,https://www.propertyguru.com.my/property-listing/sepang-sepang-for-sale-by-henxon-kong-42507156,Not Listed
"RM 588,000 - RM 891,000","Antara Gapi, Serendah, Selangor","Listed on Apr 16, 2025 (4mo ago)","1,708 sqft - 1,872 sqft",4 Beds,3 Baths,Completion: 2026,Leasehold,https://www.propertyguru.com.my/property-listing/project/pkns-ixora-for-sale-by-perbadanan-kemajuan-negeri-selangor-pkns-43089628?pixelUrl=https%3A%2F%2Fe-11135.adzerk.net%2Fe.gif%3Fe%3DeyJ2IjoiMS4xMyIsImF2Ijo2MDQ5ODQ1LCJhdCI6MTYzLCJidCI6MCwiY20iOjYzMjI4ODY5MSwiY2giOjU5NTM0LCJjayI6e30sImNyIjo3MTE2NTMxODAsImRpIjoiMDc4YTM2Njg2N2Q5NDE4ZGI2ZDIxZDBkZTBmZGJkMGMiLCJkaiI6MCwiaWkiOiI1N2NiOGIzYWRhMzQ0YWY0YWY1OTVhMzljYTAxZDQzMCIsImRtIjozLCJmYyI6ODg1OTM2Njc3LCJmbCI6ODM1MTAyOTU3LCJpcCI6IjYwLjQ4LjE2OC45MyIsImt3IjoiNDVuazEsbGlzdGluZy1yZXNpZGVudGlhbCxsaXN0aW5nLXNhbGUtcHJvcC10IiwibWsiOiJsaXN0aW5nLXNhbGUtcHJvcC10LDQ1bmsxIiwibnciOjExMTM1LCJwYyI6MjUwMCwib3AiOjI1MDAsIm1wIjoyNTAwLCJlYyI6MjUwMCwiZ20iOjAsImVwIjpudWxsLCJwciI6MjM1NzE0LCJydCI6MiwicnMiOjUwMCwic2EiOiI4MSIsInNiIjoiaS0wMjM2ZTA3MDNkM2I3OWM2NCIsInNwIjozMjg5MjUsInN0IjoxMjM0NTU1LCJ1ayI6IjY0YzAyOWIxLWNjZGUtNGFlMC1iZDk0LTQwZGIxZDY3ZGUxYSIsInRzIjoxNzU1MjQyOTMxNzIwLCJiZiI6dHJ1ZSwicG4iOiIxLTItMy00LTUiLCJnYyI6dHJ1ZSwiZ0MiOnRydWUsImdzIjoibm9uZSIsInR6IjoiQXNpYS9TaW5nYXBvcmUiLCJmY3BjIjpmYWxzZSwiZXQiOjIwNX0%26s%3DqqbYrBqxaTo4uf8Rgj8sZUctPmU#11478,"Bus stop, Cafes, Community garden, Covered car park"
,,,,,,,,https://www.propertyguru.com.my/property-listing/project/springwood-residences-for-sale-by-bcb-development-sdn-bhd-43346891#11563,"24 hours security, Badminton hall, Basketball court, Clubhouse"
,,,,,,,,https://www.propertyguru.com.my/property-listing/project/bandar-bukit-raja-adira-for-sale-by-sime-darby-property-berhad-60293423#11823,"Jogging track, Multi-purpose hall, Parking, Playground"
"RM 750,000","Cyberjaya, Selangor","Listed on Aug 15, 2025 (13m ago)","2,402 sqft",4 Beds,3 Baths,2-storey Terraced House,Leasehold,https://www.propertyguru.com.my/property-listing/new-launching-double-storey-750k-w-clubhouse-cyber-valley-for-sale-by-jay-go-40999890,"24 hours security, Badminton hall, Basketball court, Bbq"
,,,,,,,,https://www.propertyguru.com.my/property-listing/project/taman-seri-mewah-3-for-sale-by-estinia-hardware-sdn-bhd-60322828#11834,"24 hours security, Covered car park, Eateries, Laundry"
"RM 610,500
Starting from","Persiaran CV 3/2, Cyber 10, Cyberjaya, Selangor","Listed on Jun 06, 2025 (2mo ago)","1,072 sqft",3 Beds,2 Baths,Completion: 2026,Leasehold,https://www.propertyguru.com.my/property-listing/project/aludra-residensi-for-sale-by-perbadanan-kemajuan-negeri-selangor-pkns-43399246?pixelUrl=https%3A%2F%2Fe-11135.adzerk.net%2Fe.gif%3Fe%3DeyJ2IjoiMS4xMyIsImF2Ijo2MDQ5Nzk0LCJhdCI6MTYzLCJidCI6MCwiY20iOjY1MTA5MDkwMiwiY2giOjU5NTM0LCJjayI6e30sImNyIjo3NDE4MDE2OTYsImRpIjoiMDc4YTM2Njg2N2Q5NDE4ZGI2ZDIxZDBkZTBmZGJkMGMiLCJkaiI6MSwiaWkiOiJiMDg3MjVmZTk4NTA0MWU1YTU0YmE0MDVhM2JkYzNiZiIsImRtIjozLCJmYyI6OTE2MDkzMDU0LCJmbCI6ODUzOTU0NzE4LCJpcCI6IjYwLjQ4LjE2OC45MyIsImt3IjoiNDVuazEsbGlzdGluZy1yZXNpZGVudGlhbCxsaXN0aW5nLXNhbGUtcHJvcC10IiwibWsiOiJsaXN0aW5nLXNhbGUtcHJvcC10LDQ1bmsxIiwibnciOjExMTM1LCJwYyI6MjUwMCwib3AiOjI1MDAsIm1wIjoyNTAwLCJlYyI6MjUwMCwiZ20iOjAsImVwIjpudWxsLCJwciI6MjM1NzE0LCJydCI6MiwicnMiOjUwMCwic2EiOiI4MSIsInNiIjoiaS0wMjM2ZTA3MDNkM2I3OWM2NCIsInNwIjozMjg5MjUsInN0IjoxMjM0NTU1LCJ1ayI6IjY0YzAyOWIxLWNjZGUtNGFlMC1iZDk0LTQwZGIxZDY3ZGUxYSIsInRzIjoxNzU1MjQyOTMxNzIwLCJiZiI6dHJ1ZSwicG4iOiIxLTItMy00LTUiLCJnYyI6dHJ1ZSwiZ0MiOnRydWUsImdzIjoibm9uZSIsInR6IjoiQXNpYS9TaW5nYXBvcmUiLCJmY3BjIjpmYWxzZSwiZXQiOjIwNX0%26s%3DEvthTiKwzzDVLUxtvnUtycJ8o68#11673,"24 hours security, Bus stop, Clubhouse, Covered car park"
,,,,,,,,https://www.propertyguru.com.my/property-listing/project/taman-tulip-5-for-sale-by-idaman-ekspres-sdn-bhd-40012856#5219,Playground
"RM 1,280,000","Taman Kinrara, Bandar Kinrara, Selangor","Listed on Aug 15, 2025 (47m ago)","1,950 sqft (floor),",4 Beds,3 Baths,2-storey Terraced House,Freehold,https://www.propertyguru.com.my/property-listing/bandar-kinrara-for-sale-by-chai-my-42348897,"24 hours security, Parking, Playground"
